"","STArea","STSite","Gender"
"700116089","Oral","Buccal_mucosa","Female"
"700116093","Oral","Supragingival_plaque","Female"
"700116137","Skin","Anterior_nares","Male"
"700116140","Oral","Tongue_dorsum","Male"
"700116142","Oral","Buccal_mucosa","Male"
"700116146","Oral","Supragingival_plaque","Male"
"700116148","Gut","Stool","Male"
"700116198","Oral","Supragingival_plaque","Female"
"700116201","Gut","Stool","Female"
"700116217","Vaginal","Posterior_fornix","Female"
"700116223","Oral","Tongue_dorsum","Female"
"700116248","Gut","Stool","Male"
"700116253","Skin","Anterior_nares","Male"
"700116288","Oral","Tongue_dorsum","Female"
"700116290","Oral","Buccal_mucosa","Female"
"700116294","Oral","Supragingival_plaque","Female"
"700116296","Gut","Stool","Female"
"700116304","Vaginal","Posterior_fornix","Female"
"700116347","Oral","Buccal_mucosa","Male"
"700116357","Skin","Anterior_nares","Male"
"700116358","Gut","Stool","Male"
"700116364","Oral","Tongue_dorsum","Male"
"700116367","Oral","Buccal_mucosa","Male"
"700116376","Oral","Supragingival_plaque","Male"
"700116387","Skin","Anterior_nares","Male"
"700116389","Gut","Stool","Male"
"700116401","Gut","Stool","Female"
"700116461","Oral","Buccal_mucosa","Female"
"700116468","Gut","Stool","Female"
"700116480","Vaginal","Vaginal_introitus","Female"
"700116484","Vaginal","Posterior_fornix","Female"
"700116490","Oral","Tongue_dorsum","Female"
"700116505","Gut","Stool","Male"
"700116513","Oral","Tongue_dorsum","Male"
"700116515","Oral","Buccal_mucosa","Male"
"700116519","Oral","Supragingival_plaque","Male"
"700116557","Oral","Buccal_mucosa","Male"
"700116568","Gut","Stool","Male"
"700116574","Oral","Tongue_dorsum","Male"
"700116577","Oral","Buccal_mucosa","Male"
"700116582","Oral","Palatine_Tonsils","Male"
"700116588","Oral","Subgingival_plaque","Male"
"700116599","Gut","Stool","Male"
"700116603","Oral","Tongue_dorsum","Female"
"700116605","Oral","Buccal_mucosa","Female"
"700116611","Gut","Stool","Female"
"700116619","Vaginal","Posterior_fornix","Female"
"700116640","Gut","Stool","Female"
"700116660","Oral","Tongue_dorsum","Female"
"700116662","Oral","Buccal_mucosa","Female"
"700116666","Oral","Supragingival_plaque","Female"
"700116668","Gut","Stool","Female"
"700116673","Skin","Anterior_nares","Female"
"700116676","Vaginal","Posterior_fornix","Female"
"700116717","Oral","Tongue_dorsum","Male"
"700116719","Oral","Buccal_mucosa","Male"
"700116723","Oral","Supragingival_plaque","Male"
"700116729","Skin","Anterior_nares","Male"
"700116730","Gut","Stool","Male"
"700116767","Oral","Buccal_mucosa","Male"
"700116777","Skin","Anterior_nares","Male"
"700116778","Gut","Stool","Male"
"700116784","Oral","Tongue_dorsum","Male"
"700116796","Oral","Supragingival_plaque","Male"
"700116809","Gut","Stool","Male"
"700116816","Skin","Anterior_nares","Male"
"700116821","Oral","Buccal_mucosa","Male"
"700116825","Oral","Supragingival_plaque","Male"
"700116828","Gut","Stool","Male"
"700116837","Skin","Anterior_nares","Male"
"700116844","Oral","Tongue_dorsum","Male"
"700116847","Oral","Buccal_mucosa","Male"
"700116865","Gut","Stool","Male"
"700116909","Oral","Tongue_dorsum","Female"
"700116911","Oral","Buccal_mucosa","Female"
"700116915","Oral","Supragingival_plaque","Female"
"700116917","Gut","Stool","Female"
"700116922","Skin","Anterior_nares","Female"
"700116925","Vaginal","Posterior_fornix","Female"
"700119042","Gut","Stool","Female"
"700119043","Gut","Stool","Female"
"700119048","Oral","Tongue_dorsum","Female"
"700119050","Oral","Buccal_mucosa","Female"
"700119056","Skin","L_Retroauricular_crease","Female"
"700119057","Skin","R_Retroauricular_crease","Female"
"700119063","Vaginal","Posterior_fornix","Female"
"700119065","Gut","Stool","Female"
"700119077","Oral","Tongue_dorsum","Female"
"700119081","Oral","Buccal_mucosa","Female"
"700119107","Vaginal","Posterior_fornix","Female"
"700119165","Gut","Stool","Male"
"700119171","Oral","Tongue_dorsum","Male"
"700119173","Oral","Buccal_mucosa","Male"
"700119177","Oral","Supragingival_plaque","Male"
"700119179","Skin","L_Retroauricular_crease","Male"
"700119180","Skin","R_Retroauricular_crease","Male"
"700119232","Oral","Tongue_dorsum","Male"
"700119234","Oral","Buccal_mucosa","Male"
"700119238","Oral","Supragingival_plaque","Male"
"700119307","Gut","Stool","Male"
"700119313","Oral","Tongue_dorsum","Male"
"700119315","Oral","Buccal_mucosa","Male"
"700119319","Oral","Supragingival_plaque","Male"
"700119496","Gut","Stool","Female"
"700119497","Gut","Stool","Female"
"700119502","Oral","Tongue_dorsum","Female"
"700119517","Vaginal","Posterior_fornix","Female"
"700119531","Oral","Tongue_dorsum","Female"
"700119535","Oral","Buccal_mucosa","Female"
"700119543","Oral","Supragingival_plaque","Female"
"700119555","Skin","Anterior_nares","Female"
"700119561","Vaginal","Posterior_fornix","Female"
"700119562","Gut","Stool","Female"
"700119568","Oral","Tongue_dorsum","Female"
"700119570","Oral","Buccal_mucosa","Female"
"700119577","Skin","R_Retroauricular_crease","Female"
"700119580","Skin","Anterior_nares","Female"
"700119583","Vaginal","Posterior_fornix","Female"
"700119739","Gut","Stool","Male"
"700119745","Oral","Tongue_dorsum","Male"
"700119747","Oral","Buccal_mucosa","Male"
"700119751","Oral","Supragingival_plaque","Male"
"700119753","Skin","L_Retroauricular_crease","Male"
"700119754","Skin","R_Retroauricular_crease","Male"
"700119987","Gut","Stool","Female"
"700119993","Oral","Tongue_dorsum","Female"
"700119995","Oral","Buccal_mucosa","Female"
"700119999","Oral","Supragingival_plaque","Female"
"700120001","Skin","L_Retroauricular_crease","Female"
"700120005","Skin","Anterior_nares","Female"
"700120008","Vaginal","Posterior_fornix","Female"
"700120055","Oral","Tongue_dorsum","Male"
"700120060","Oral","Supragingival_plaque","Male"
"700120063","Skin","R_Retroauricular_crease","Male"
"700120066","Skin","Anterior_nares","Male"
"700120097","Oral","Buccal_mucosa","Male"
"700116586","Oral","Supragingival_plaque","Male"
"700116977","Oral","Buccal_mucosa","Female"
"700116978","Oral","Keratinized_gingiva","Female"
"700116982","Oral","Subgingival_plaque","Female"
"700116996","Vaginal","Mid_vagina","Female"
"700116998","Vaginal","Posterior_fornix","Female"
"700117000","Gut","Stool","Female"
"700117006","Oral","Tongue_dorsum","Female"
"700117009","Oral","Buccal_mucosa","Female"
"700117016","Oral","Throat","Female"
"700117018","Oral","Supragingival_plaque","Female"
"700117023","Oral","Tongue_dorsum","Male"
"700117025","Oral","Buccal_mucosa","Male"
"700117029","Oral","Supragingival_plaque","Male"
"700117031","Gut","Stool","Male"
"700117036","Skin","Anterior_nares","Male"
"700117069","Gut","Stool","Male"
"700117077","Oral","Tongue_dorsum","Male"
"700117079","Oral","Buccal_mucosa","Male"
"700117083","Oral","Supragingival_plaque","Male"
"700117144","Skin","Anterior_nares","Female"
"700117150","Vaginal","Posterior_fornix","Female"
"700117156","Oral","Tongue_dorsum","Female"
"700117160","Oral","Buccal_mucosa","Female"
"700117168","Oral","Supragingival_plaque","Female"
"700117172","Gut","Stool","Female"
"700117176","Oral","Tongue_dorsum","Female"
"700117178","Oral","Buccal_mucosa","Female"
"700117182","Oral","Supragingival_plaque","Female"
"700117184","Gut","Stool","Female"
"700117189","Skin","Anterior_nares","Female"
"700117192","Vaginal","Posterior_fornix","Female"
"700117593","Oral","Supragingival_plaque","Female"
"700117609","Oral","Tongue_dorsum","Female"
"700117613","Oral","Buccal_mucosa","Female"
"700117625","Gut","Stool","Female"
"700117641","Vaginal","Posterior_fornix","Female"
"700117646","Oral","Buccal_mucosa","Female"
"700117678","Oral","Supragingival_plaque","Female"
"700117682","Gut","Stool","Female"
"700117696","Vaginal","Mid_vagina","Female"
"700117698","Vaginal","Posterior_fornix","Female"
"700117713","Skin","Anterior_nares","Female"
"700117723","Oral","Tongue_dorsum","Female"
"700117727","Oral","Buccal_mucosa","Female"
"700117729","Oral","Keratinized_gingiva","Female"
"700117731","Oral","Palatine_Tonsils","Female"
"700117735","Oral","Supragingival_plaque","Female"
"700117737","Oral","Subgingival_plaque","Female"
"700117751","Vaginal","Mid_vagina","Female"
"700117753","Vaginal","Posterior_fornix","Female"
"700117755","Gut","Stool","Female"
"700117766","Gut","Stool","Female"
"700117815","Oral","Tongue_dorsum","Male"
"700117817","Oral","Buccal_mucosa","Male"
"700117828","Gut","Stool","Male"
"700117846","Oral","Supragingival_plaque","Male"
"700117859","Gut","Stool","Male"
"700117926","Vaginal","Posterior_fornix","Female"
"700117929","Oral","Tongue_dorsum","Female"
"700117931","Oral","Buccal_mucosa","Female"
"700117935","Oral","Supragingival_plaque","Female"
"700117938","Gut","Stool","Female"
"700117953","Vaginal","Posterior_fornix","Female"
"700117959","Oral","Tongue_dorsum","Female"
"700117971","Oral","Supragingival_plaque","Female"
"700117978","Oral","Tongue_dorsum","Male"
"700117980","Oral","Buccal_mucosa","Male"
"700117992","Gut","Stool","Male"
"700117997","Oral","Tongue_dorsum","Male"
"700118468","Skin","Anterior_nares","Male"
"700120753","Gut","Stool","Male"
"700120759","Oral","Tongue_dorsum","Male"
"700120761","Oral","Buccal_mucosa","Male"
"700120765","Oral","Supragingival_plaque","Male"
"700120768","Skin","R_Retroauricular_crease","Male"
"700120771","Skin","Anterior_nares","Male"
"700121639","Gut","Stool","Female"
"700122000","Gut","Stool","Male"
"700122012","Oral","Supragingival_plaque","Male"
"700122108","Gut","Stool","Male"
"700122114","Oral","Tongue_dorsum","Male"
"700122116","Oral","Buccal_mucosa","Male"
"700122120","Oral","Supragingival_plaque","Male"
"700122165","Gut","Stool","Female"
"700122171","Oral","Tongue_dorsum","Female"
"700122173","Oral","Buccal_mucosa","Female"
"700122177","Oral","Supragingival_plaque","Female"
"700122180","Skin","R_Retroauricular_crease","Female"
"700122183","Skin","Anterior_nares","Female"
"700122186","Vaginal","Posterior_fornix","Female"
"700123568","Oral","Tongue_dorsum","Female"
"700123570","Oral","Buccal_mucosa","Female"
"700123574","Oral","Supragingival_plaque","Female"
"700123576","Skin","L_Retroauricular_crease","Female"
"700123577","Skin","R_Retroauricular_crease","Female"
"700123580","Skin","Anterior_nares","Female"
"700123583","Vaginal","Posterior_fornix","Female"
"700161483","Vaginal","Posterior_fornix","Female"
"700161488","Oral","Buccal_mucosa","Female"
"700161504","Skin","Anterior_nares","Female"
"700161509","Vaginal","Posterior_fornix","Female"
"700161516","Oral","Tongue_dorsum","Female"
"700161519","Oral","Buccal_mucosa","Female"
"700161528","Oral","Supragingival_plaque","Female"
"700161532","Gut","Stool","Female"
"700161581","Gut","Stool","Male"
"700161584","Oral","Tongue_dorsum","Male"
"700161586","Oral","Buccal_mucosa","Male"
"700161590","Oral","Supragingival_plaque","Male"
"700161629","Gut","Stool","Female"
"700161632","Oral","Tongue_dorsum","Female"
"700161634","Oral","Buccal_mucosa","Female"
"700161638","Oral","Supragingival_plaque","Female"
"700161647","Vaginal","Posterior_fornix","Female"
"700013588","Gut","Stool","Male"
"700013597","Gut","Stool","Female"
"700013600","Gut","Stool","Male"
"700013603","Gut","Stool","Female"
"700013672","Gut","Stool","Female"
"700013693","Gut","Stool","Female"
"700014386","Gut","Stool","Male"
"700014486","Gut","Stool","Male"
"700014498","Gut","Stool","Male"
"700014556","Gut","Stool","Female"
"700015114","Gut","Stool","Female"
"700015182","Gut","Stool","Female"
"700016000","Gut","Stool","Male"
"700016120","Gut","Stool","Male"
"700016543","Gut","Stool","Female"
"700016577","Oral","Tongue_dorsum","Female"
"700016581","Oral","Buccal_mucosa","Female"
"700016608","Gut","Stool","Male"
"700016589","Oral","Supragingival_plaque","Female"
"700016902","Gut","Stool","Male"
"700016908","Oral","Tongue_dorsum","Male"
"700016910","Oral","Buccal_mucosa","Male"
"700016914","Oral","Supragingival_plaque","Male"
"700032138","Gut","Stool","Male"
"700032261","Oral","Buccal_mucosa","Female"
"700032223","Gut","Stool","Female"
"700032281","Skin","Anterior_nares","Female"
"700032287","Vaginal","Posterior_fornix","Female"
"700033130","Gut","Stool","Female"
"700033436","Gut","Stool","Female"
"700033726","Gut","Stool","Female"
"700034565","Gut","Stool","Male"
"700095058","Gut","Stool","Male"
"700095287","Gut","Stool","Female"
"700095353","Gut","Stool","Male"
"700095410","Gut","Stool","Male"
"700097234","Gut","Stool","Male"
"700097631","Gut","Stool","Male"
"700098359","Gut","Stool","Female"
"700098867","Gut","Stool","Female"
"700098932","Gut","Stool","Female"
"700099002","Gut","Stool","Female"
"700099059","Gut","Stool","Female"
"700099590","Gut","Stool","Male"
"700099746","Gut","Stool","Male"
"700100228","Gut","Stool","Female"
"700100262","Oral","Tongue_dorsum","Female"
"700100266","Oral","Buccal_mucosa","Female"
"700100274","Oral","Supragingival_plaque","Female"
"700100286","Skin","Anterior_nares","Female"
"700100292","Vaginal","Posterior_fornix","Female"
"700101225","Gut","Stool","Female"
"700110451","Oral","Tongue_dorsum","Male"
"700119942","Vaginal","Posterior_fornix","Female"
"700120514","Oral","Buccal_mucosa","Female"
"700120527","Vaginal","Posterior_fornix","Female"
"700120572","Gut","Stool","Female"
"700120580","Oral","Buccal_mucosa","Female"
"700120578","Oral","Tongue_dorsum","Female"
"700120584","Oral","Supragingival_plaque","Female"
"700120593","Vaginal","Posterior_fornix","Female"
"700120840","Oral","Tongue_dorsum","Female"
"700120842","Oral","Buccal_mucosa","Female"
"700120846","Oral","Supragingival_plaque","Female"
"700120855","Vaginal","Posterior_fornix","Female"
"700161700","Skin","Anterior_nares","Female"
"700161710","Oral","Tongue_dorsum","Female"
"700161714","Oral","Buccal_mucosa","Female"
"700161722","Oral","Supragingival_plaque","Female"
"700161740","Vaginal","Posterior_fornix","Female"
"700161742","Gut","Stool","Female"
"700161804","Oral","Buccal_mucosa","Female"
"700161814","Skin","Anterior_nares","Female"
"700161820","Oral","Saliva","Female"
"700161824","Oral","Tongue_dorsum","Female"
"700161827","Oral","Buccal_mucosa","Female"
"700161830","Oral","Keratinized_gingiva","Female"
"700161832","Oral","Palatine_Tonsils","Female"
"700161836","Oral","Supragingival_plaque","Female"
"700161847","Skin","Anterior_nares","Female"
"700161854","Vaginal","Posterior_fornix","Female"
"700161856","Gut","Stool","Female"
"700161859","Oral","Tongue_dorsum","Male"
"700161861","Oral","Buccal_mucosa","Male"
"700161865","Oral","Supragingival_plaque","Male"
"700161872","Gut","Stool","Male"
"700161913","Oral","Supragingival_plaque","Female"
"700161929","Oral","Tongue_dorsum","Female"
"700161933","Oral","Buccal_mucosa","Female"
"700161945","Gut","Stool","Female"
"700161961","Vaginal","Posterior_fornix","Female"
"700163015","Skin","Anterior_nares","Female"
"700163021","Oral","Tongue_dorsum","Female"
"700163023","Oral","Buccal_mucosa","Female"
"700163030","Gut","Stool","Female"
"700163042","Vaginal","Vaginal_introitus","Female"
"700163044","Vaginal","Mid_vagina","Female"
"700163046","Vaginal","Posterior_fornix","Female"
"700163064","Oral","Supragingival_plaque","Female"
"700163066","Oral","Subgingival_plaque","Female"
"700163084","Oral","Supragingival_plaque","Female"
"700163181","Gut","Stool","Female"
"700163186","Skin","Anterior_nares","Female"
"700163189","Vaginal","Posterior_fornix","Female"
"700163192","Oral","Tongue_dorsum","Female"
"700163194","Oral","Buccal_mucosa","Female"
"700163198","Oral","Supragingival_plaque","Female"
"700163238","Gut","Stool","Female"
"700163246","Vaginal","Posterior_fornix","Female"
"700163249","Oral","Tongue_dorsum","Female"
"700163251","Oral","Buccal_mucosa","Female"
"700163256","Oral","Supragingival_plaque","Female"
"700163368","Skin","Anterior_nares","Male"
"700163376","Oral","Tongue_dorsum","Male"
"700163388","Oral","Supragingival_plaque","Male"
"700163458","Gut","Stool","Female"
"700163461","Oral","Tongue_dorsum","Female"
"700163467","Oral","Supragingival_plaque","Female"
"700163473","Skin","Anterior_nares","Female"
"700163508","Oral","Tongue_dorsum","Male"
"700163510","Oral","Buccal_mucosa","Male"
"700163514","Oral","Supragingival_plaque","Male"
"700163520","Skin","Anterior_nares","Male"
"700163521","Gut","Stool","Male"
"700163614","Oral","Tongue_dorsum","Male"
"700163616","Oral","Buccal_mucosa","Male"
"700163620","Oral","Supragingival_plaque","Male"
"700163626","Skin","Anterior_nares","Male"
"700163628","Gut","Stool","Male"
"700163633","Oral","Tongue_dorsum","Male"
"700163637","Oral","Buccal_mucosa","Male"
"700163646","Oral","Supragingival_plaque","Male"
"700163661","Oral","Tongue_dorsum","Female"
"700163663","Oral","Buccal_mucosa","Female"
"700163667","Oral","Supragingival_plaque","Female"
"700163674","Skin","Anterior_nares","Female"
"700163682","Oral","Tongue_dorsum","Female"
"700163686","Oral","Buccal_mucosa","Female"
"700163694","Oral","Supragingival_plaque","Female"
"700163699","Gut","Stool","Female"
"700163715","Vaginal","Posterior_fornix","Female"
"700021261","Gut","Stool","Female"
"700117240","Oral","Tongue_dorsum","Female"
"700117303","Gut","Stool","Male"
"700117440","Oral","Supragingival_plaque","Male"
"700117482","Oral","Tongue_dorsum","Female"
"700117498","Vaginal","Posterior_fornix","Female"
"700122042","Gut","Stool","Female"
"700122109","Gut","Stool","Male"
"700122140","Oral","Tongue_dorsum","Male"
"700122144","Oral","Buccal_mucosa","Male"
"700122164","Skin","Anterior_nares","Male"
"700122152","Oral","Supragingival_plaque","Male"
"700122230","Vaginal","Posterior_fornix","Female"
"700122408","Gut","Stool","Female"
"700122591","Oral","Tongue_dorsum","Male"
"700122593","Oral","Buccal_mucosa","Male"
"700122597","Oral","Supragingival_plaque","Male"
"700122714","Oral","Tongue_dorsum","Male"
"700122716","Oral","Buccal_mucosa","Male"
"700122726","Skin","Anterior_nares","Male"
"700122720","Oral","Supragingival_plaque","Male"
"700122860","Gut","Stool","Male"
"700122866","Oral","Tongue_dorsum","Male"
"700122868","Oral","Buccal_mucosa","Male"
"700122872","Oral","Supragingival_plaque","Male"
"700123700","Gut","Stool","Female"
"700123706","Oral","Tongue_dorsum","Female"
"700123708","Oral","Buccal_mucosa","Female"
"700123718","Skin","Anterior_nares","Female"
"700123712","Oral","Supragingival_plaque","Female"
"700161219","Gut","Stool","Female"
"700161222","Vaginal","Posterior_fornix","Female"
"700161227","Skin","Anterior_nares","Female"
"700161230","Oral","Tongue_dorsum","Female"
"700161232","Oral","Buccal_mucosa","Female"
"700161236","Oral","Supragingival_plaque","Female"
"700161429","Gut","Stool","Female"
"700161434","Skin","Anterior_nares","Female"
"700161437","Vaginal","Posterior_fornix","Female"
"700161972","Oral","Buccal_mucosa","Male"
"700161976","Oral","Supragingival_plaque","Male"
"700163296","Gut","Stool","Female"
"700163301","Skin","Anterior_nares","Female"
"700163304","Vaginal","Posterior_fornix","Female"
"700163307","Oral","Tongue_dorsum","Female"
"700163309","Oral","Buccal_mucosa","Female"
"700164904","Oral","Buccal_mucosa","Female"
"700165514","Oral","Tongue_dorsum","Female"
"700165516","Oral","Buccal_mucosa","Female"
"700165520","Oral","Supragingival_plaque","Female"
"700165529","Vaginal","Posterior_fornix","Female"
"700165530","Gut","Stool","Female"
"700166262","Gut","Stool","Female"
"700166268","Oral","Tongue_dorsum","Female"
"700166270","Oral","Buccal_mucosa","Female"
"700166274","Oral","Supragingival_plaque","Female"
"700166280","Skin","Anterior_nares","Female"
"700166283","Vaginal","Posterior_fornix","Female"
"700166643","Gut","Stool","Female"
"700166649","Oral","Tongue_dorsum","Female"
"700166651","Oral","Buccal_mucosa","Female"
"700166661","Skin","Anterior_nares","Female"
"700166664","Vaginal","Posterior_fornix","Female"
"700167107","Gut","Stool","Female"
"700167113","Oral","Tongue_dorsum","Female"
"700167115","Oral","Buccal_mucosa","Female"
"700167119","Oral","Supragingival_plaque","Female"
"700167125","Skin","Anterior_nares","Female"
"700167128","Vaginal","Posterior_fornix","Female"
"700167767","Oral","Buccal_mucosa","Female"
"700167771","Oral","Supragingival_plaque","Female"
"700167777","Skin","Anterior_nares","Female"
"700167780","Vaginal","Posterior_fornix","Female"
"700172069","Gut","Stool","Male"
"700172072","Oral","Tongue_dorsum","Male"
"700172078","Oral","Supragingival_plaque","Male"
"700172870","Gut","Stool","Female"
"700172875","Oral","Buccal_mucosa","Female"
"700172873","Oral","Tongue_dorsum","Female"
"700172885","Skin","Anterior_nares","Female"
"700172888","Vaginal","Posterior_fornix","Female"
"700123562","Gut","Stool","Female"
"700123827","Gut","Stool","Female"
"700123848","Vaginal","Posterior_fornix","Female"
"700123959","Gut","Stool","Female"
"700123965","Oral","Tongue_dorsum","Female"
"700123967","Oral","Buccal_mucosa","Female"
"700123977","Skin","Anterior_nares","Female"
"700123980","Vaginal","Posterior_fornix","Female"
"700163752","Oral","Supragingival_plaque","Female"
"700163770","Vaginal","Posterior_fornix","Female"
"700163772","Gut","Stool","Female"
"700163790","Vaginal","Posterior_fornix","Female"
"700163796","Oral","Tongue_dorsum","Female"
"700163800","Oral","Buccal_mucosa","Female"
"700163811","Gut","Stool","Female"
"700163814","Oral","Tongue_dorsum","Female"
"700163816","Oral","Buccal_mucosa","Female"
"700163820","Oral","Supragingival_plaque","Female"
"700163826","Skin","Anterior_nares","Female"
"700163829","Vaginal","Posterior_fornix","Female"
"700163868","Gut","Stool","Female"
"700163871","Oral","Tongue_dorsum","Female"
"700163877","Oral","Supragingival_plaque","Female"
"700163887","Gut","Stool","Female"
"700163929","Oral","Buccal_mucosa","Female"
"700163933","Oral","Supragingival_plaque","Female"
"700163949","Oral","Tongue_dorsum","Female"
"700163979","Vaginal","Posterior_fornix","Female"
"700163981","Gut","Stool","Female"
"700164050","Gut","Stool","Female"
"700164056","Oral","Tongue_dorsum","Female"
"700164060","Oral","Buccal_mucosa","Female"
"700164148","Oral","Buccal_mucosa","Male"
"700164152","Oral","Supragingival_plaque","Male"
"700164159","Gut","Stool","Male"
"700164165","Oral","Tongue_dorsum","Male"
"700164176","Oral","Supragingival_plaque","Male"
"700164190","Gut","Stool","Male"
"700164192","Gut","Stool","Female"
"700164197","Skin","Anterior_nares","Female"
"700164205","Oral","Buccal_mucosa","Female"
"700164226","Vaginal","Mid_vagina","Female"
"700164228","Vaginal","Posterior_fornix","Female"
"700164234","Oral","Tongue_dorsum","Female"
"700164237","Oral","Buccal_mucosa","Female"
"700164242","Oral","Palatine_Tonsils","Female"
"700164244","Oral","Throat","Female"
"700164249","Gut","Stool","Female"
"700164283","Vaginal","Mid_vagina","Female"
"700164285","Vaginal","Posterior_fornix","Female"
"700164291","Oral","Tongue_dorsum","Female"
"700164301","Oral","Throat","Female"
"700164305","Oral","Subgingival_plaque","Female"
"700164306","Oral","Tongue_dorsum","Male"
"700164308","Oral","Buccal_mucosa","Male"
"700164319","Skin","Anterior_nares","Male"
"700164331","Oral","Palatine_Tonsils","Male"
"700164337","Oral","Subgingival_plaque","Male"
"700164339","Gut","Stool","Male"
"700164354","Gut","Stool","Male"
"700164357","Oral","Tongue_dorsum","Male"
"700164359","Oral","Buccal_mucosa","Male"
"700164363","Oral","Supragingival_plaque","Male"
"700164369","Skin","Anterior_nares","Male"
"700164404","Oral","Tongue_dorsum","Male"
"700164406","Oral","Buccal_mucosa","Male"
"700164410","Oral","Supragingival_plaque","Male"
"700164416","Skin","Anterior_nares","Male"
"700164417","Gut","Stool","Male"
"700164450","Gut","Stool","Male"
"700164479","Oral","Palatine_Tonsils","Male"
"700164483","Oral","Keratinized_gingiva","Male"
"700164485","Oral","Supragingival_plaque","Male"
"700164487","Oral","Subgingival_plaque","Male"
"700164497","Skin","Anterior_nares","Male"
"700164500","Oral","Tongue_dorsum","Female"
"700164502","Oral","Buccal_mucosa","Female"
"700164516","Vaginal","Posterior_fornix","Female"
"700164522","Oral","Tongue_dorsum","Female"
"700164559","Oral","Buccal_mucosa","Female"
"700164579","Oral","Tongue_dorsum","Female"
"700164609","Vaginal","Posterior_fornix","Female"
"700164611","Gut","Stool","Female"
"700164623","Oral","Tongue_dorsum","Female"
"700164625","Oral","Buccal_mucosa","Female"
"700164629","Oral","Supragingival_plaque","Female"
"700164641","Gut","Stool","Female"
"700164647","Vaginal","Posterior_fornix","Female"
"700164684","Skin","Anterior_nares","Male"
"700164686","Gut","Stool","Male"
"700164692","Oral","Tongue_dorsum","Male"
"700164696","Oral","Buccal_mucosa","Male"
"700164719","Oral","Tongue_dorsum","Female"
"700164721","Oral","Buccal_mucosa","Female"
"700164731","Skin","Anterior_nares","Female"
"700164734","Vaginal","Posterior_fornix","Female"
"700164735","Gut","Stool","Female"
"700164778","Oral","Buccal_mucosa","Female"
"700164792","Gut","Stool","Female"
"700164798","Oral","Tongue_dorsum","Female"
"700164806","Oral","Palatine_Tonsils","Female"
"700164837","Skin","R_Antecubital_fossa","Female"
"700164838","Skin","Anterior_nares","Female"
"700164868","Vaginal","Posterior_fornix","Female"
"700164870","Gut","Stool","Female"
"700164876","Oral","Tongue_dorsum","Female"
"700164880","Oral","Buccal_mucosa","Female"
"700164888","Oral","Supragingival_plaque","Female"
"700164950","Oral","Tongue_dorsum","Male"
"700164952","Oral","Buccal_mucosa","Male"
"700164956","Oral","Supragingival_plaque","Male"
"700164962","Skin","Anterior_nares","Male"
"700164994","Gut","Stool","Male"
"700164998","Oral","Tongue_dorsum","Female"
"700165000","Oral","Buccal_mucosa","Female"
"700165001","Oral","Keratinized_gingiva","Female"
"700165004","Oral","Supragingival_plaque","Female"
"700165010","Skin","Anterior_nares","Female"
"700165011","Vaginal","Vaginal_introitus","Female"
"700165019","Oral","Tongue_dorsum","Female"
"700165023","Oral","Buccal_mucosa","Female"
"700165028","Oral","Palatine_Tonsils","Female"
"700165031","Oral","Supragingival_plaque","Female"
"700165034","Oral","Subgingival_plaque","Female"
"700165048","Vaginal","Mid_vagina","Female"
"700165050","Vaginal","Posterior_fornix","Female"
"700165052","Gut","Stool","Female"
"700165104","Oral","Buccal_mucosa","Male"
"700165113","Skin","Anterior_nares","Male"
"700165122","Oral","Tongue_dorsum","Male"
"700165123","Oral","Buccal_mucosa","Male"
"700165144","Oral","Supragingival_plaque","Male"
"700165148","Gut","Stool","Male"
"700165151","Oral","Tongue_dorsum","Female"
"700165153","Oral","Buccal_mucosa","Female"
"700165157","Oral","Supragingival_plaque","Female"
"700165163","Skin","Anterior_nares","Female"
"700165166","Vaginal","Posterior_fornix","Female"
"700165167","Gut","Stool","Female"
"700165263","Gut","Stool","Male"
"700165268","Oral","Buccal_mucosa","Male"
"700165272","Oral","Supragingival_plaque","Male"
"700165279","Gut","Stool","Male"
"700165286","Oral","Tongue_dorsum","Male"
"700165289","Oral","Buccal_mucosa","Male"
"700165298","Oral","Supragingival_plaque","Male"
"700165310","Skin","Anterior_nares","Male"
"700165362","Oral","Tongue_dorsum","Male"
"700165364","Oral","Buccal_mucosa","Male"
"700165368","Oral","Supragingival_plaque","Male"
"700165374","Skin","Anterior_nares","Male"
"700165385","Oral","Buccal_mucosa","Male"
"700165388","Oral","Keratinized_gingiva","Male"
"700165393","Oral","Supragingival_plaque","Male"
"700165396","Oral","Subgingival_plaque","Male"
"700165407","Gut","Stool","Male"
"700165412","Oral","Buccal_mucosa","Male"
"700165416","Oral","Supragingival_plaque","Male"
"700165455","Gut","Stool","Female"
"700165466","Oral","Tongue_dorsum","Female"
"700165468","Oral","Buccal_mucosa","Female"
"700165491","Vaginal","Posterior_fornix","Female"
"700165509","Oral","Supragingival_plaque","Female"
"700165569","Gut","Stool","Male"
"700165572","Oral","Tongue_dorsum","Male"
"700165574","Oral","Buccal_mucosa","Male"
"700165578","Oral","Supragingival_plaque","Male"
"700165584","Skin","Anterior_nares","Male"
"700165634","Gut","Stool","Male"
"700165640","Oral","Tongue_dorsum","Male"
"700165644","Oral","Buccal_mucosa","Male"
"700165646","Oral","Keratinized_gingiva","Male"
"700165648","Oral","Palatine_Tonsils","Male"
"700165650","Oral","Throat","Male"
"700165652","Oral","Supragingival_plaque","Male"
